-4.43374e-08,-4.9121e-08
3.55545e-08,1.40879e-08
-5.87539e-08,7.07844e-08
-8.4295e-08,-3.62476e-08
-3.1431e-08,-5.63414e-09
-3.3857e-08,4.84844e-08
7.76523e-08,5.63459e-08
-3.87758e-08,3.0184e-08
-7.54634e-08,2.12309e-08
-8.78242e-08,2.96857e-09
-1.57046e-08,5.24779e-08
-3.29318e-09,2.86697e-08
5.76244e-08,-7.77997e-08
-4.58438e-08,7.63345e-08
1.41797e-08,7.46316e-08
-5.14004e-08,-7.83817e-08
-6.80116e-08,-4.21232e-08
5.98413e-08,-9.39354e-09
-6.05158e-08,-4.18288e-08
-5.64573e-08,1.02925e-08
2.31604e-08,-8.96576e-08
-1.54489e-08,4.656e-08
2.53821e-08,-1.19372e-08
-8.87251e-08,-4.48448e-09
3.81527e-08,-2.57738e-08
6.99406e-08,4.70485e-10
6.86909e-09,8.56937e-08
6.80751e-09,-8.33744e-08
-7.85742e-08,5.01272e-08
6.28692e-08,-1.64995e-08
-4.52915e-08,-6.64348e-08
-3.86474e-08,2.94062e-08
6.89854e-09,-3.75449e-08
-9.49229e-08,-2.57657e-08
5.92092e-08,-7.70374e-08
-1.38463e-09,-1.10476e-08
-4.28339e-10,-3.14356e-08
-5.5064e-08,-5.88412e-08
9.28985e-08,1.9967e-08
-4.97978e-08,-4.03037e-08
-1.48739e-08,1.76532e-08
9.79045e-09,-2.58654e-08
6.35342e-10,6.35188e-08
-1.59697e-08,6.45616e-08
-7.08745e-08,-6.37513e-08
-1.39845e-09,-6.88203e-08
3.81547e-08,-3.7743e-08
4.89078e-08,-6.53929e-08
-1.55164e-09,-7.73949e-08
-4.98753e-08,-6.97894e-08
5.50713e-08,2.9469e-08
-4.13834e-09,4.34484e-08
3.11171e-08,6.6861e-08
-3.8887e-09,6.7968e-08
-1.83472e-08,-2.34466e-08
-2.33044e-08,-4.25398e-08
5.61188e-09,-7.14012e-08
-2.24941e-08,-4.68033e-08
-2.45934e-08,7.55012e-08
1.27065e-08,-3.59594e-08
-5.19821e-08,-3.75803e-08
-1.86159e-08,-6.51356e-08
4.08638e-08,-2.22456e-08
1.69128e-08,-8.69938e-08
-5.47825e-08,-6.1525e-08
-1.32267e-08,-4.16472e-09
