-8.26478e-08,-1.41867e-08
-3.02966e-08,1.499e-08
6.92204e-08,3.49909e-08
4.45553e-08,8.16692e-08
-6.87882e-08,4.97776e-11
-1.87834e-08,-4.4377e-08
-1.77178e-08,5.32259e-08
-7.30885e-08,4.31963e-08
-7.47475e-08,5.09958e-08
4.56571e-08,7.63345e-08
-9.83671e-08,3.30324e-09
7.06675e-08,-1.49281e-08
-2.71625e-08,-3.48227e-08
1.65341e-08,2.87664e-08
-4.38512e-08,-9.04156e-09
-8.28843e-08,1.80076e-09
-4.70186e-08,5.23103e-08
9.62038e-08,2.30982e-08
-9.20417e-08,-2.37061e-08
-6.42765e-08,2.73602e-08
-9.78634e-08,2.15115e-09
-1.94841e-08,-6.50795e-08
-9.10606e-08,-1.3124e-09
-1.17095e-08,-5.87976e-08
-8.82759e-08,3.67317e-08
7.73199e-08,-1.48004e-08
-5.75779e-08,-7.28796e-08
-6.02909e-08,-3.93493e-09
2.81195e-08,5.02771e-08
3.72909e-08,-1.15956e-09
-1.27644e-08,7.28767e-08
-8.19443e-08,3.33873e-08
-3.72838e-08,5.02719e-08
-6.37489e-08,3.96484e-08
-8.69387e-08,-3.24314e-08
-7.70358e-10,-6.85404e-09
-4.02746e-08,2.89158e-08
-7.22534e-08,-5.5887e-08
-3.80687e-08,2.15091e-08
-8.68279e-08,2.70609e-08
-3.67803e-08,8.93827e-09
-2.69036e-08,8.91386e-08
-6.26881e-08,4.25207e-08
-4.14789e-08,5.25736e-08
-3.52244e-08,-2.51351e-09
6.10341e-08,4.22964e-08
-7.7517e-08,1.98586e-08
-9.00951e-08,-3.20134e-08
-1.04079e-08,-7.05201e-08
-5.98954e-08,5.35494e-08
-6.63737e-08,-5.33686e-08
-7.16056e-08,1.37741e-08
-2.31893e-08,4.02473e-08
5.33266e-08,1.10068e-08
-9.2749e-08,-2.4698e-08
-7.45904e-08,5.57591e-09
-9.32928e-08,-7.31856e-09
1.04433e-08,-3.56439e-08
9.78577e-09,2.7767e-09
2.87336e-08,-2.70092e-08
-2.72498e-09,-4.37939e-08
-2.21142e-08,-4.68222e-08
3.62321e-08,7.34159e-08
-6.56044e-09,-3.81103e-08
-7.58693e-10,-3.83461e-08
2.26113e-08,9.96333e-09
-1.95869e-08,-7.39268e-09
-9.91825e-08,-5.7367e-09
-4.25182e-09,1.73696e-08
-8.52198e-08,2.8057e-08
5.97984e-09,-4.7671e-08
-6.58303e-08,4.0135e-08
-8.04383e-08,-4.27863e-08
-7.62387e-08,-3.64264e-08
2.4121e-08,4.49277e-09
-2.77251e-09,-4.19e-09
-8.45466e-08,3.71459e-08
3.04036e-09,4.15654e-09
-9.64264e-08,2.37673e-08
-4.63184e-08,-1.72965e-08
-8.0001e-08,-8.71533e-09
7.59733e-08,-1.58946e-08
-6.97779e-08,-1.30132e-08
-8.30488e-08,-5.31988e-08
-5.32997e-08,-1.92926e-08
-1.185e-08,-9.84269e-08
6.29415e-08,-7.54676e-08
-8.62174e-08,4.86425e-08
-4.78751e-08,4.69087e-08
-7.21337e-08,-3.88503e-08
-8.476e-08,-2.05629e-08
-8.84846e-08,-7.55508e-09
-3.94977e-08,-1.92463e-08
-2.73249e-09,-9.38573e-08
-1.18783e-08,-5.45176e-08
-8.2354e-08,6.57939e-09
-7.41076e-08,4.48495e-08
-4.90871e-08,4.01732e-08
-8.82965e-08,-1.04904e-08
-6.14263e-08,-6.28341e-08
-1.05147e-08,-4.15649e-08
-7.04589e-08,-1.65183e-08
3.07993e-08,-4.81338e-08
-7.64777e-08,-4.42748e-08
1.3286e-08,7.76544e-09
-4.15729e-08,1.93308e-08
-7.74342e-08,-6.13137e-08
3.53021e-08,7.65056e-08
1.85329e-08,-3.59722e-08
-5.89755e-08,-3.86179e-09
-7.21454e-08,4.66295e-08
-3.82887e-08,-1.79519e-08
-8.93882e-08,1.75137e-08
-2.28919e-08,2.73639e-08
1.6408e-08,-8.20304e-08
-1.11052e-08,1.85752e-08
2.88798e-08,8.02107e-08
5.05677e-09,-5.43176e-08
-2.14313e-08,-6.134e-08
6.90881e-08,-2.22572e-08
-2.05893e-09,-2.66771e-08
1.1114e-08,-1.70969e-09
-7.99619e-08,-5.07213e-08
2.02357e-08,9.65003e-08
4.54142e-09,-2.70004e-09
-6.80894e-08,-2.91937e-08
-4.79467e-08,4.42808e-08
-6.41084e-08,2.69307e-09
-9.45225e-08,-2.6227e-08
-9.73159e-08,-5.66238e-09
3.79389e-08,8.18799e-08
7.96795e-09,-8.77081e-08
9.15142e-09,-9.82924e-08
-9.53858e-08,2.3221e-08
-8.61776e-08,3.88444e-08
-8.79518e-08,3.83902e-08
-6.67887e-08,-4.01152e-08
-5.48063e-08,4.89137e-08
3.72682e-08,-1.59171e-08
-2.08421e-08,4.16896e-08
-2.49307e-08,4.33002e-08
-8.50754e-08,-1.42914e-08
-6.63294e-08,-6.52351e-08
-5.66041e-09,-4.26341e-09
-3.26559e-08,5.46645e-08
-4.91494e-08,5.73201e-08
-7.997e-08,-1.56345e-08
-5.72987e-08,-1.74071e-08
9.76424e-08,-8.5769e-10
-7.43535e-08,-2.55442e-09
-6.80148e-08,-4.23606e-08
-4.68552e-08,6.4585e-09
-8.23049e-08,-1.09907e-08
-4.14342e-08,-1.71032e-08
7.23564e-08,-1.15451e-09
-8.10684e-08,1.76366e-08
5.97466e-08,1.22029e-09
7.65617e-09,4.65984e-08
2.34079e-09,-3.20052e-08
1.0111e-08,5.62777e-08
-3.07598e-08,-2.24746e-08
1.45256e-08,-3.54968e-08
-1.38863e-08,-3.10534e-08
-7.72667e-08,4.25974e-08
2.66284e-08,7.24093e-08
-9.61673e-08,-9.54539e-09
-5.19902e-08,-3.78031e-08
-9.41309e-08,-2.32345e-08
